rental_ID,user_ID,user_role,gadget_ID,gadget_name,gadget_category,rental_date,return_date,duration_days,daily_rate,total_cost,event_type,recommended_gadget,specific_event,event_priority,event_start_date,event_end_date,days_until_event,days_since_event_start,is_event_day,brand,gadget_subcategory,day_of_week,is_weekend,week_of_season,month,season,hour_of_day,time_period,is_holiday_season,year_level,course,major,has_personal_laptop,total_previous_rentals,avg_rental_duration,preferred_category,price_tier,spec_ram,spec_storage,spec_processor,battery_life,weight_kg,display_size,calculator_type,camera_megapixels,condition,rental_status,late_fee
R00839,U0977,Faculty,G021,Gadget_21,Laptop,2024-04-11 00:00:00,2024-04-16 00:00:00,5,312,1560,Regular Week,Laptop,Regular Week,0,2024-04-10 00:00:00,2024-04-15 00:00:00,-1,1,TRUE,Dell,Ultrabook,Thursday,FALSE,15,April,Dry,9,Morning,TRUE,,BSIS,Networking,FALSE,2,4.666666667,Laptop,Premium,32GB,1TB,M2,6,1.22,14.9,,,Good,Returned,0
R00840,U0086,Faculty,G036,Gadget_36,Calculator,2024-05-12 00:00:00,2024-05-19 00:00:00,7,391,2737,Regular Week,Laptop,Regular Week,0,2024-05-11 00:00:00,2024-05-16 00:00:00,-1,1,TRUE,Casio,Scientific,Sunday,TRUE,19,May,Dry,14,Afternoon,FALSE,,BSIS,Programming,TRUE,10,5.666666667,Calculator,Premium,,,,6,2.77,15.2,Graphing,,Good,Returned,0
R00841,U0951,Faculty,G022,Gadget_22,Calculator,2024-10-12 00:00:00,2024-10-17 00:00:00,5,265,1325,Exam Week,Scientific Calculator,Exam Week,7,2024-10-08 00:00:00,2024-10-13 00:00:00,-4,4,TRUE,Casio,Scientific,Saturday,TRUE,41,October,Rainy,15,Afternoon,FALSE,,BSIT,Networking,TRUE,7,5.666666667,Calculator,Budget,,,,19,1.59,16.1,Scientific,,Good,Returned,0
R00842,U0916,Staff,G026,Gadget_26,Camera,2024-08-08 00:00:00,2024-08-11 00:00:00,3,284,852,Regular Week,Laptop,Regular Week,0,2024-08-06 00:00:00,2024-08-11 00:00:00,-2,2,TRUE,Canon,DSLR,Thursday,FALSE,32,August,Rainy,13,Afternoon,FALSE,,BSIS,Networking,TRUE,21,5,Camera,Mid-range,,,,6,1.34,16.6,,48,Excellent,Returned,0
R00843,U0618,Faculty,G041,Gadget_41,Calculator,2024-08-14 00:00:00,2024-08-21 00:00:00,7,235,1645,Regular Week,Laptop,Regular Week,0,2024-08-11 00:00:00,2024-08-16 00:00:00,-3,3,TRUE,Casio,Scientific,Wednesday,FALSE,33,August,Rainy,10,Morning,FALSE,,BSIT,Programming,FALSE,4,5,Calculator,Mid-range,,,,7,2.21,14.1,Basic,,Excellent,Returned,0
R00844,U0643,Faculty,G005,Gadget_5,Tablet,2024-08-06 00:00:00,2024-08-12 00:00:00,6,452,2712,Regular Week,Laptop,Regular Week,0,2024-08-04 00:00:00,2024-08-09 00:00:00,-2,2,TRUE,Apple,iPad,Tuesday,FALSE,32,August,Rainy,16,Afternoon,FALSE,,BSIS,Data Science,TRUE,18,5.333333333,Tablet,Mid-range,,,,15,2.51,14.2,,,Fair,Returned,0
R00845,U0679,Faculty,G025,Gadget_25,Laptop,2024-01-06 00:00:00,2024-01-10 00:00:00,4,222,888,Regular Week,Laptop,Regular Week,0,2024-01-03 00:00:00,2024-01-08 00:00:00,-3,3,TRUE,Dell,Ultrabook,Saturday,TRUE,1,January,Dry,9,Morning,FALSE,,BSCS,Networking,FALSE,9,5.666666667,Laptop,Premium,32GB,256GB,M2,8,2.6,11.8,,,Excellent,Returned,0
R00846,U0956,Staff,G035,Gadget_35,Projector,2024-01-20 00:00:00,2024-01-25 00:00:00,5,376,1880,Regular Week,Laptop,Regular Week,0,2024-01-18 00:00:00,2024-01-23 00:00:00,-2,2,TRUE,Epson,HD Projector,Saturday,TRUE,3,January,Dry,9,Morning,FALSE,,Engineering,Data Science,FALSE,15,5,Projector,Budget,,,,12,1.52,12.2,,,Good,Returned,0
R00847,U0617,Staff,G041,Gadget_41,Calculator,2024-09-19 00:00:00,2024-09-26 00:00:00,7,235,1645,Regular Week,Laptop,Regular Week,0,2024-09-16 00:00:00,2024-09-21 00:00:00,-3,3,TRUE,Casio,Scientific,Thursday,FALSE,38,September,Rainy,15,Afternoon,FALSE,,BSIS,Programming,FALSE,28,5.333333333,Calculator,Budget,,,,10,1.02,14.5,Basic,,Fair,Returned,0
R00848,U0422,Student,G009,Gadget_9,Laptop,2024-03-23 00:00:00,2024-03-29 00:00:00,6,214,1284,Exam Week,Scientific Calculator,Exam Week,7,2024-03-21 00:00:00,2024-03-26 00:00:00,-2,2,TRUE,Dell,Ultrabook,Saturday,TRUE,12,March,Dry,15,Afternoon,FALSE,3,BSIT,Data Science,FALSE,1,6,Laptop,Mid-range,8GB,512GB,Intel i7,19,1.76,11.9,,,Excellent,Returned,0
R00849,U0153,Staff,G043,Gadget_43,Camera,2024-08-03 00:00:00,2024-08-07 00:00:00,4,223,892,Regular Week,Laptop,Regular Week,0,2024-07-31 00:00:00,2024-08-05 00:00:00,-3,3,TRUE,Canon,DSLR,Saturday,TRUE,31,August,Rainy,11,Morning,FALSE,,BSIS,Networking,TRUE,26,5.666666667,Camera,Premium,,,,15,2.59,16.9,,32,Fair,Returned,0
R00850,U0317,Staff,G016,Gadget_16,Tablet,2024-11-05 00:00:00,2024-11-10 00:00:00,5,148,740,Regular Week,Laptop,Regular Week,0,2024-11-03 00:00:00,2024-11-08 00:00:00,-2,2,TRUE,Apple,iPad,Tuesday,FALSE,45,November,Rainy,14,Afternoon,FALSE,,BSIT,Networking,TRUE,13,5,Tablet,Mid-range,,,,8,2.57,16.1,,,Excellent,Returned,0
R00851,U0460,Staff,G010,Gadget_10,Camera,2024-05-01 00:00:00,2024-05-07 00:00:00,6,463,2778,Regular Week,Laptop,Regular Week,0,2024-04-27 00:00:00,2024-05-02 00:00:00,-4,4,TRUE,Canon,DSLR,Wednesday,FALSE,18,May,Dry,17,Afternoon,FALSE,,BSIS,Programming,TRUE,5,5,Camera,Premium,,,,19,2.85,11.3,,32,Excellent,Returned,0
R00852,U0941,Staff,G040,Gadget_40,Camera,2024-03-07 00:00:00,2024-03-12 00:00:00,5,118,590,Exam Week,Scientific Calculator,Exam Week,7,2024-03-06 00:00:00,2024-03-11 00:00:00,-1,1,TRUE,Canon,DSLR,Thursday,FALSE,10,March,Dry,9,Morning,FALSE,,BSCS,Networking,TRUE,23,5.333333333,Camera,Premium,,,,16,2.91,16.7,,24,Excellent,Returned,0
R00853,U0448,Staff,G025,Gadget_25,Laptop,2024-06-19 00:00:00,2024-06-21 00:00:00,2,222,444,Regular Week,Laptop,Regular Week,0,2024-06-15 00:00:00,2024-06-20 00:00:00,-4,4,TRUE,Dell,Ultrabook,Wednesday,FALSE,25,June,Rainy,8,Morning,FALSE,,BSIT,Data Science,FALSE,3,4.333333333,Laptop,Mid-range,8GB,1TB,M2,14,1.19,15.7,,,Good,Returned,0
R00854,U0987,Staff,G007,Gadget_7,Calculator,2024-07-12 00:00:00,2024-07-13 00:00:00,1,473,473,Regular Week,Laptop,Regular Week,0,2024-07-10 00:00:00,2024-07-15 00:00:00,-2,2,TRUE,Casio,Scientific,Friday,FALSE,28,July,Rainy,12,Morning,FALSE,,BSIS,Data Science,FALSE,28,2.666666667,Calculator,Premium,,,,7,2.39,16.7,Basic,,Fair,Returned,0
R00855,U0278,Staff,G037,Gadget_37,Calculator,2024-07-10 00:00:00,2024-07-12 00:00:00,2,445,890,Regular Week,Laptop,Regular Week,0,2024-07-08 00:00:00,2024-07-13 00:00:00,-2,2,TRUE,Casio,Scientific,Wednesday,FALSE,28,July,Rainy,11,Morning,FALSE,,Engineering,Networking,TRUE,21,1.666666667,Calculator,Budget,,,,5,1.77,15.9,Scientific,,Fair,Returned,0
R00856,U0399,Staff,G042,Gadget_42,Laptop,2024-05-01 00:00:00,2024-05-03 00:00:00,2,219,438,Regular Week,Laptop,Regular Week,0,2024-04-30 00:00:00,2024-05-05 00:00:00,-1,1,TRUE,Dell,Ultrabook,Wednesday,FALSE,18,May,Dry,11,Morning,FALSE,,BSCS,Programming,TRUE,22,1.666666667,Laptop,Budget,8GB,1TB,Intel i7,11,1.98,14.7,,,Fair,Returned,0
R00857,U0683,Staff,G044,Gadget_44,Calculator,2024-09-15 00:00:00,2024-09-16 00:00:00,1,112,112,Regular Week,Laptop,Regular Week,0,2024-09-12 00:00:00,2024-09-17 00:00:00,-3,3,TRUE,Casio,Scientific,Sunday,TRUE,37,September,Rainy,17,Afternoon,FALSE,,Engineering,Programming,TRUE,4,1.666666667,Calculator,Mid-range,,,,8,2.07,15.2,Basic,,Good,Returned,0
R00858,U0503,Staff,G007,Gadget_7,Calculator,2024-08-31 00:00:00,2024-09-04 00:00:00,4,473,1892,Regular Week,Laptop,Regular Week,0,2024-08-29 00:00:00,2024-09-03 00:00:00,-2,2,TRUE,Casio,Scientific,Saturday,TRUE,35,August,Rainy,11,Morning,FALSE,,BSIT,Data Science,FALSE,14,2.333333333,Calculator,Mid-range,,,,7,2.17,16.7,Basic,,Excellent,Returned,0
R00859,U0493,Faculty,G008,Gadget_8,Tablet,2024-03-07 00:00:00,2024-03-09 00:00:00,2,63,126,Exam Week,Scientific Calculator,Exam Week,7,2024-03-03 00:00:00,2024-03-08 00:00:00,-4,4,TRUE,Apple,iPad,Thursday,FALSE,10,March,Dry,15,Afternoon,FALSE,,BSCS,Networking,FALSE,15,2.333333333,Tablet,Budget,,,,8,2.52,12.6,,,Excellent,Returned,0
R00860,U0482,Staff,G038,Gadget_38,Tablet,2024-03-26 00:00:00,2024-04-01 00:00:00,6,135,810,Exam Week,Scientific Calculator,Exam Week,7,2024-03-24 00:00:00,2024-03-29 00:00:00,-2,2,TRUE,Apple,iPad,Tuesday,FALSE,13,March,Dry,16,Afternoon,FALSE,,BSCS,Data Science,TRUE,17,4,Tablet,Mid-range,,,,16,2.24,16.6,,,Fair,Returned,0
R00861,U0826,Faculty,G001,Gadget_1,Laptop,2024-09-26 00:00:00,2024-09-29 00:00:00,3,332,996,Regular Week,Laptop,Regular Week,0,2024-09-24 00:00:00,2024-09-29 00:00:00,-2,2,TRUE,Dell,Ultrabook,Thursday,FALSE,39,September,Rainy,16,Afternoon,FALSE,,BSIS,Programming,TRUE,15,3.666666667,Laptop,Premium,16GB,512GB,M2,18,2.65,14.1,,,Good,Returned,0
R00862,U0736,Student,G046,Gadget_46,Projector,2024-10-24 00:00:00,2024-10-25 00:00:00,1,340,340,Exam Week,Scientific Calculator,Exam Week,7,2024-10-21 00:00:00,2024-10-26 00:00:00,-3,3,TRUE,Epson,HD Projector,Thursday,FALSE,43,October,Rainy,14,Afternoon,FALSE,2,BSIS,Networking,TRUE,14,3.333333333,Projector,Premium,,,,17,1.18,13.7,,,Good,Returned,0
R00863,U0656,Staff,G002,Gadget_2,Projector,2024-08-12 00:00:00,2024-08-18 00:00:00,6,98,588,Regular Week,Laptop,Regular Week,0,2024-08-09 00:00:00,2024-08-14 00:00:00,-3,3,TRUE,Epson,HD Projector,Monday,FALSE,33,August,Rainy,13,Afternoon,FALSE,,BSCS,Data Science,FALSE,10,3.333333333,Projector,Premium,,,,5,1.56,14.6,,,Good,Returned,0
R00864,U0092,Faculty,G006,Gadget_6,Camera,2024-06-04 00:00:00,2024-06-10 00:00:00,6,151,906,Regular Week,Laptop,Regular Week,0,2024-05-31 00:00:00,2024-06-05 00:00:00,-4,4,TRUE,Canon,DSLR,Tuesday,FALSE,23,June,Rainy,10,Morning,FALSE,,BSCS,Programming,TRUE,6,4.333333333,Camera,Premium,,,,17,2.09,14,,48,Excellent,Returned,0
R00865,U0528,Student,G048,Gadget_48,Projector,2024-05-11 00:00:00,2024-05-13 00:00:00,2,51,102,Regular Week,Laptop,Regular Week,0,2024-05-07 00:00:00,2024-05-12 00:00:00,-4,4,TRUE,Epson,HD Projector,Saturday,TRUE,19,May,Dry,9,Morning,FALSE,3,BSCS,Data Science,FALSE,2,4.666666667,Projector,Mid-range,,,,11,1.09,14.8,,,Good,Returned,0
R00866,U0861,Student,G038,Gadget_38,Tablet,2024-11-17 00:00:00,2024-11-22 00:00:00,5,135,675,Regular Week,Laptop,Regular Week,0,2024-11-14 00:00:00,2024-11-19 00:00:00,-3,3,TRUE,Apple,iPad,Sunday,TRUE,46,November,Rainy,16,Afternoon,FALSE,1,BSIS,Data Science,FALSE,11,4.333333333,Tablet,Premium,,,,5,1.59,14.4,,,Excellent,Returned,0
R00867,U0203,Staff,G041,Gadget_41,Calculator,2024-09-11 00:00:00,2024-09-13 00:00:00,2,235,470,Regular Week,Laptop,Regular Week,0,2024-09-09 00:00:00,2024-09-14 00:00:00,-2,2,TRUE,Casio,Scientific,Wednesday,FALSE,37,September,Rainy,16,Afternoon,FALSE,,BSCS,Networking,TRUE,12,3,Calculator,Mid-range,,,,19,2.78,15.6,Graphing,,Fair,Returned,0
R00868,U0299,Student,G033,Gadget_33,Tablet,2024-09-01 00:00:00,2024-09-08 00:00:00,7,142,994,Regular Week,Laptop,Regular Week,0,2024-08-30 00:00:00,2024-09-04 00:00:00,-2,2,TRUE,Apple,iPad,Sunday,TRUE,35,September,Rainy,11,Morning,FALSE,4,BSIS,Networking,FALSE,4,4.666666667,Tablet,Budget,,,,5,2.3,13.9,,,Excellent,Returned,0
R00869,U0839,Staff,G024,Gadget_24,Calculator,2024-07-23 00:00:00,2024-07-29 00:00:00,6,176,1056,Regular Week,Laptop,Regular Week,0,2024-07-19 00:00:00,2024-07-24 00:00:00,-4,4,TRUE,Casio,Scientific,Tuesday,FALSE,30,July,Rainy,9,Morning,FALSE,,BSIT,Data Science,FALSE,7,5,Calculator,Budget,,,,5,1.4,11.3,Scientific,,Excellent,Returned,0
R00870,U0757,Student,G022,Gadget_22,Calculator,2024-04-11 00:00:00,2024-04-16 00:00:00,5,265,1325,Regular Week,Laptop,Regular Week,0,2024-04-08 00:00:00,2024-04-13 00:00:00,-3,3,TRUE,Casio,Scientific,Thursday,FALSE,15,April,Dry,11,Morning,TRUE,3,BSIT,Programming,TRUE,19,6,Calculator,Mid-range,,,,13,2.5,15.9,Scientific,,Excellent,Returned,0
R00871,U0235,Staff,G008,Gadget_8,Tablet,2024-12-27 00:00:00,2025-01-03 00:00:00,7,63,441,Regular Week,Laptop,Regular Week,0,2024-12-26 00:00:00,2024-12-31 00:00:00,-1,1,TRUE,Apple,iPad,Friday,FALSE,52,December,Dry,9,Morning,TRUE,,BSCS,Programming,FALSE,5,6,Tablet,Premium,,,,15,1.59,13.9,,,Excellent,Returned,0
R00872,U0299,Student,G031,Gadget_31,Camera,2024-03-13 00:00:00,2024-03-15 00:00:00,2,69,138,Exam Week,Scientific Calculator,Exam Week,7,2024-03-11 00:00:00,2024-03-16 00:00:00,-2,2,TRUE,Canon,DSLR,Wednesday,FALSE,11,March,Dry,17,Afternoon,FALSE,4,Engineering,Programming,FALSE,13,4.666666667,Camera,Budget,,,,16,2.66,16.6,,48,Excellent,Returned,0
R00873,U0689,Faculty,G016,Gadget_16,Tablet,2024-03-11 00:00:00,2024-03-16 00:00:00,5,148,740,Exam Week,Scientific Calculator,Exam Week,7,2024-03-08 00:00:00,2024-03-13 00:00:00,-3,3,TRUE,Apple,iPad,Monday,FALSE,11,March,Dry,11,Morning,FALSE,,BSIT,Programming,TRUE,5,4.666666667,Tablet,Premium,,,,17,1.14,12.6,,,Good,Returned,0
R00874,U0712,Student,G028,Gadget_28,Tablet,2024-08-13 00:00:00,2024-08-14 00:00:00,1,345,345,Regular Week,Laptop,Regular Week,0,2024-08-09 00:00:00,2024-08-14 00:00:00,-4,4,TRUE,Apple,iPad,Tuesday,FALSE,33,August,Rainy,8,Morning,FALSE,2,BSIS,Networking,TRUE,3,2.666666667,Tablet,Mid-range,,,,14,1.68,11,,,Good,Returned,0
R00875,U0930,Faculty,G031,Gadget_31,Camera,2024-10-24 00:00:00,2024-10-25 00:00:00,1,69,69,Exam Week,Scientific Calculator,Exam Week,7,2024-10-20 00:00:00,2024-10-25 00:00:00,-4,4,TRUE,Canon,DSLR,Thursday,FALSE,43,October,Rainy,17,Afternoon,FALSE,,BSIS,Networking,TRUE,10,2.333333333,Camera,Budget,,,,8,1.83,16.2,,32,Excellent,Returned,0
R00876,U0503,Student,G001,Gadget_1,Laptop,2024-09-06 00:00:00,2024-09-08 00:00:00,2,332,664,Regular Week,Laptop,Regular Week,0,2024-09-02 00:00:00,2024-09-07 00:00:00,-4,4,TRUE,Dell,Ultrabook,Friday,FALSE,36,September,Rainy,12,Morning,FALSE,4,BSIT,Networking,TRUE,6,1.333333333,Laptop,Budget,8GB,512GB,M2,12,2.88,14.5,,,Fair,Returned,0
R00877,U0727,Student,G030,Gadget_30,Laptop,2024-10-29 00:00:00,2024-11-02 00:00:00,4,170,680,Exam Week,Scientific Calculator,Exam Week,7,2024-10-27 00:00:00,2024-11-01 00:00:00,-2,2,TRUE,Dell,Ultrabook,Tuesday,FALSE,44,October,Rainy,11,Morning,FALSE,3,BSCS,Programming,TRUE,13,2.333333333,Laptop,Premium,16GB,512GB,Intel i7,7,1.23,15.7,,,Excellent,Returned,0
R00878,U0276,Staff,G003,Gadget_3,Camera,2024-04-05 00:00:00,2024-04-10 00:00:00,5,355,1775,Regular Week,Laptop,Regular Week,0,2024-04-03 00:00:00,2024-04-08 00:00:00,-2,2,TRUE,Canon,DSLR,Friday,FALSE,14,April,Dry,12,Morning,TRUE,,BSIS,Data Science,FALSE,22,3.666666667,Camera,Premium,,,,7,2.6,14.3,,32,Good,Returned,0
R00879,U0837,Staff,G049,Gadget_49,Calculator,2024-02-15 00:00:00,2024-02-16 00:00:00,1,312,312,Regular Week,Laptop,Regular Week,0,2024-02-14 00:00:00,2024-02-19 00:00:00,-1,1,TRUE,Casio,Scientific,Thursday,FALSE,7,February,Dry,12,Morning,FALSE,,BSIS,Networking,FALSE,9,3.333333333,Calculator,Premium,,,,14,2.67,16.3,Basic,,Good,Returned,0
R00880,U0345,Staff,G018,Gadget_18,Calculator,2024-01-22 00:00:00,2024-01-26 00:00:00,4,445,1780,Regular Week,Laptop,Regular Week,0,2024-01-18 00:00:00,2024-01-23 00:00:00,-4,4,TRUE,Casio,Scientific,Monday,FALSE,4,January,Dry,11,Morning,FALSE,,BSIT,Networking,FALSE,24,3.333333333,Calculator,Premium,,,,13,1.01,15,Scientific,,Excellent,Returned,0
R00881,U0398,Faculty,G012,Gadget_12,Tablet,2024-06-30 00:00:00,2024-07-07 00:00:00,7,61,427,Regular Week,Laptop,Regular Week,0,2024-06-28 00:00:00,2024-07-03 00:00:00,-2,2,TRUE,Apple,iPad,Sunday,TRUE,26,June,Rainy,15,Afternoon,FALSE,,Engineering,Networking,TRUE,4,4,Tablet,Mid-range,,,,18,1.1,16.4,,,Fair,Returned,0
R00882,U0630,Staff,G012,Gadget_12,Tablet,2024-03-25 00:00:00,2024-03-26 00:00:00,1,61,61,Exam Week,Scientific Calculator,Exam Week,7,2024-03-22 00:00:00,2024-03-27 00:00:00,-3,3,TRUE,Apple,iPad,Monday,FALSE,13,March,Dry,8,Morning,FALSE,,Engineering,Data Science,FALSE,14,4,Tablet,Budget,,,,11,1.05,12.6,,,Fair,Returned,0
R00883,U0781,Faculty,G013,Gadget_13,Tablet,2024-10-11 00:00:00,2024-10-12 00:00:00,1,358,358,Exam Week,Scientific Calculator,Exam Week,7,2024-10-07 00:00:00,2024-10-12 00:00:00,-4,4,TRUE,Apple,iPad,Friday,FALSE,41,October,Rainy,14,Afternoon,FALSE,,BSIT,Programming,TRUE,4,3,Tablet,Mid-range,,,,14,2.45,13,,,Excellent,Returned,0
R00884,U0356,Student,G025,Gadget_25,Laptop,2024-01-21 00:00:00,2024-01-27 00:00:00,6,222,1332,Regular Week,Laptop,Regular Week,0,2024-01-17 00:00:00,2024-01-22 00:00:00,-4,4,TRUE,Dell,Ultrabook,Sunday,TRUE,3,January,Dry,17,Afternoon,FALSE,2,BSIT,Networking,FALSE,20,2.666666667,Laptop,Budget,32GB,1TB,Intel i5,7,2.83,13.2,,,Good,Returned,0
R00885,U0618,Staff,G021,Gadget_21,Laptop,2024-12-09 00:00:00,2024-12-16 00:00:00,7,312,2184,Regular Week,Laptop,Regular Week,0,2024-12-06 00:00:00,2024-12-11 00:00:00,-3,3,TRUE,Dell,Ultrabook,Monday,FALSE,50,December,Dry,12,Morning,TRUE,,BSIS,Networking,TRUE,2,4.666666667,Laptop,Mid-range,16GB,512GB,Intel i5,14,2.06,12.7,,,Good,Returned,0
R00886,U0483,Faculty,G044,Gadget_44,Calculator,2024-08-17 00:00:00,2024-08-19 00:00:00,2,112,224,Regular Week,Laptop,Regular Week,0,2024-08-13 00:00:00,2024-08-18 00:00:00,-4,4,TRUE,Casio,Scientific,Saturday,TRUE,33,August,Rainy,10,Morning,FALSE,,BSIT,Programming,FALSE,6,5,Calculator,Mid-range,,,,15,2.69,16.6,Scientific,,Good,Returned,0
R00887,U0380,Faculty,G019,Gadget_19,Projector,2024-02-21 00:00:00,2024-02-26 00:00:00,5,240,1200,Regular Week,Laptop,Regular Week,0,2024-02-19 00:00:00,2024-02-24 00:00:00,-2,2,TRUE,Epson,HD Projector,Wednesday,FALSE,8,February,Dry,9,Morning,FALSE,,BSCS,Programming,FALSE,26,4.666666667,Projector,Premium,,,,15,1.57,15.7,,,Good,Returned,0
R00888,U0349,Staff,G001,Gadget_1,Laptop,2024-08-12 00:00:00,2024-08-17 00:00:00,5,332,1660,Regular Week,Laptop,Regular Week,0,2024-08-11 00:00:00,2024-08-16 00:00:00,-1,1,TRUE,Dell,Ultrabook,Monday,FALSE,33,August,Rainy,11,Morning,FALSE,,BSCS,Data Science,TRUE,12,4,Laptop,Mid-range,8GB,1TB,Intel i7,15,1.73,11.3,,,Fair,Returned,0
R00889,U0379,Student,G024,Gadget_24,Calculator,2024-07-09 00:00:00,2024-07-12 00:00:00,3,176,528,Regular Week,Laptop,Regular Week,0,2024-07-08 00:00:00,2024-07-13 00:00:00,-1,1,TRUE,Casio,Scientific,Tuesday,FALSE,28,July,Rainy,15,Afternoon,FALSE,2,BSIS,Networking,TRUE,7,4.333333333,Calculator,Premium,,,,7,1.62,12.7,Basic,,Good,Returned,0
R00890,U0721,Staff,G038,Gadget_38,Tablet,2024-04-04 00:00:00,2024-04-09 00:00:00,5,135,675,Regular Week,Laptop,Regular Week,0,2024-03-31 00:00:00,2024-04-05 00:00:00,-4,4,TRUE,Apple,iPad,Thursday,FALSE,14,April,Dry,13,Afternoon,TRUE,,Engineering,Data Science,TRUE,4,4.333333333,Tablet,Budget,,,,5,2.89,15.9,,,Good,Returned,0
R00891,U0750,Student,G018,Gadget_18,Calculator,2024-11-16 00:00:00,2024-11-21 00:00:00,5,445,2225,Regular Week,Laptop,Regular Week,0,2024-11-12 00:00:00,2024-11-17 00:00:00,-4,4,TRUE,Casio,Scientific,Saturday,TRUE,46,November,Rainy,16,Afternoon,FALSE,4,Engineering,Data Science,FALSE,18,4.333333333,Calculator,Mid-range,,,,7,2.71,12.1,Basic,,Fair,Returned,0
R00892,U0428,Staff,G038,Gadget_38,Tablet,2024-07-27 00:00:00,2024-07-31 00:00:00,4,135,540,Regular Week,Laptop,Regular Week,0,2024-07-26 00:00:00,2024-07-31 00:00:00,-1,1,TRUE,Apple,iPad,Saturday,TRUE,30,July,Rainy,9,Morning,FALSE,,BSIT,Data Science,TRUE,11,4.666666667,Tablet,Budget,,,,9,2.92,13.3,,,Good,Returned,0
R00893,U0715,Faculty,G022,Gadget_22,Calculator,2024-02-22 00:00:00,2024-02-27 00:00:00,5,265,1325,Regular Week,Laptop,Regular Week,0,2024-02-21 00:00:00,2024-02-26 00:00:00,-1,1,TRUE,Casio,Scientific,Thursday,FALSE,8,February,Dry,15,Afternoon,FALSE,,BSIT,Networking,FALSE,28,4.666666667,Calculator,Mid-range,,,,13,2.99,13.5,Basic,,Excellent,Returned,0
R00894,U0030,Student,G037,Gadget_37,Calculator,2024-12-31 00:00:00,2025-01-06 00:00:00,6,445,2670,Regular Week,Laptop,Regular Week,0,2024-12-27 00:00:00,2025-01-01 00:00:00,-4,4,TRUE,Casio,Scientific,Tuesday,FALSE,1,December,Dry,17,Afternoon,TRUE,4,BSCS,Networking,TRUE,1,5,Calculator,Premium,,,,5,2.1,12.9,Basic,,Fair,Returned,0
R00895,U0829,Student,G050,Gadget_50,Laptop,2024-12-13 00:00:00,2024-12-18 00:00:00,5,483,2415,Regular Week,Laptop,Regular Week,0,2024-12-09 00:00:00,2024-12-14 00:00:00,-4,4,TRUE,Dell,Ultrabook,Friday,FALSE,50,December,Dry,14,Afternoon,TRUE,3,BSIS,Data Science,FALSE,18,5.333333333,Laptop,Budget,8GB,1TB,Intel i5,17,1.72,14.7,,,Excellent,Returned,0
R00896,U0537,Student,G028,Gadget_28,Tablet,2024-11-29 00:00:00,2024-12-02 00:00:00,3,345,1035,Regular Week,Laptop,Regular Week,0,2024-11-27 00:00:00,2024-12-02 00:00:00,-2,2,TRUE,Apple,iPad,Friday,FALSE,48,November,Rainy,15,Afternoon,FALSE,3,Engineering,Programming,FALSE,11,4.666666667,Tablet,Budget,,,,19,1.16,13.9,,,Excellent,Returned,0
R00897,U0047,Staff,G035,Gadget_35,Projector,2024-12-02 00:00:00,2024-12-08 00:00:00,6,376,2256,Regular Week,Laptop,Regular Week,0,2024-11-28 00:00:00,2024-12-03 00:00:00,-4,4,TRUE,Epson,HD Projector,Monday,FALSE,49,December,Dry,10,Morning,TRUE,,BSIT,Data Science,TRUE,2,4.666666667,Projector,Budget,,,,11,2.25,16.7,,,Fair,Returned,0
R00898,U0180,Student,G033,Gadget_33,Tablet,2024-03-16 00:00:00,2024-03-22 00:00:00,6,142,852,Exam Week,Scientific Calculator,Exam Week,7,2024-03-14 00:00:00,2024-03-19 00:00:00,-2,2,TRUE,Apple,iPad,Saturday,TRUE,11,March,Dry,12,Morning,FALSE,1,BSCS,Data Science,TRUE,29,5,Tablet,Premium,,,,13,2.97,11.1,,,Excellent,Returned,0
R00899,U0590,Staff,G009,Gadget_9,Laptop,2024-09-09 00:00:00,2024-09-10 00:00:00,1,214,214,Regular Week,Laptop,Regular Week,0,2024-09-06 00:00:00,2024-09-11 00:00:00,-3,3,TRUE,Dell,Ultrabook,Monday,FALSE,37,September,Rainy,12,Morning,FALSE,,BSIT,Programming,TRUE,3,4.333333333,Laptop,Mid-range,32GB,1TB,Intel i5,19,2.37,15.7,,,Fair,Returned,0
R00900,U0087,Student,G017,Gadget_17,Laptop,2024-10-08 00:00:00,2024-10-09 00:00:00,1,443,443,Exam Week,Scientific Calculator,Exam Week,7,2024-10-05 00:00:00,2024-10-10 00:00:00,-3,3,TRUE,Dell,Ultrabook,Tuesday,FALSE,41,October,Rainy,16,Afternoon,FALSE,2,BSCS,Data Science,FALSE,18,2.666666667,Laptop,Mid-range,32GB,512GB,Intel i5,17,2.82,16.6,,,Fair,Returned,0
R00901,U0041,Student,G026,Gadget_26,Camera,2024-08-24 00:00:00,2024-08-28 00:00:00,4,284,1136,Regular Week,Laptop,Regular Week,0,2024-08-20 00:00:00,2024-08-25 00:00:00,-4,4,TRUE,Canon,DSLR,Saturday,TRUE,34,August,Rainy,14,Afternoon,FALSE,2,BSIT,Networking,FALSE,14,2,Camera,Mid-range,,,,12,1.79,11.8,,48,Good,Returned,0
